reference	canon_var1	canon_var2	cond	#samples	odds	consistent	pval_cor	avg_odds
Homo_sapiens_tRNA-Met-CAT-4	58	Charged	minus-AsO2_shRNAW	3	[-0.21165827 -0.45720239 -0.53861649]	True	[4.66066814e-02 6.13561693e-07 2.45486713e-05]	-0.40249238281319816
Homo_sapiens_tRNA-Met-CAT-4	20a	26	plus-AsO2_shRNAV	3	[-0.57550217 -0.68518623 -0.35453295]	True	[6.81046767e-01 1.41128327e-09 2.37410949e-03]	-0.5384071157045848
Homo_sapiens_tRNA-Met-CAT-4	20a	58	plus-AsO2_shRNAV	3	[ 0.81496811 -0.05794249 -0.46960509]	False	[3.56487929e-01 7.98536505e-01 5.75523957e-04]	0.09580684171685439
Homo_sapiens_tRNA-Met-CAT-4	20a	Charged	plus-AsO2_shRNAV	3	[-0.44142763 -0.20320232 -0.17110634]	True	[0.64472331 0.08789796 0.11271943]	-0.2719120972672148
Homo_sapiens_tRNA-Met-CAT-4	26	58	plus-AsO2_shRNAV	3	[-1.31659465 -0.16143713  0.40851614]	False	[0.84953725 0.65131187 0.05409165]	-0.35650521476015
Homo_sapiens_tRNA-Met-CAT-4	26	Charged	plus-AsO2_shRNAV	3	[-2.01742707  0.34488012  0.18776206]	False	[0.1731246  0.06835711 0.31319777]	-0.4949282970943219
Homo_sapiens_tRNA-Met-CAT-4	58	Charged	plus-AsO2_shRNAV	3	[ 1.67410557 -0.48447072 -0.85686588]	False	[2.51755106e-02 6.59061418e-05 7.74892543e-17]	0.11092299271503914
Homo_sapiens_tRNA-Ala-AGC-3	20	25	minus-AsO2_control-shRNA	2	[-0.21267671 -0.14121577]	True	[0.32966496 0.25586121]	-0.176946238565326
Homo_sapiens_tRNA-Ala-AGC-3	20	26	minus-AsO2_control-shRNA	2	[1.53067265 0.52377253]	True	[9.30519592e-17 1.92796159e-04]	1.0272225908553132
Homo_sapiens_tRNA-Ala-AGC-3	20	37	minus-AsO2_control-shRNA	2	[-0.06503887  0.32704928]	False	[0.90628004 0.13841971]	0.13100520494106957
Homo_sapiens_tRNA-Ala-AGC-3	20	57	minus-AsO2_control-shRNA	2	[-0.00671778 -0.02088074]	True	[1. 1.]	-0.013799256292770044
Homo_sapiens_tRNA-Ala-AGC-3	20	58	minus-AsO2_control-shRNA	2	[ 0.61748617 -0.11256394]	False	[0.16942421 0.68298603]	0.2524611179211073
Homo_sapiens_tRNA-Ala-AGC-3	20	Charged	minus-AsO2_control-shRNA	2	[0.51166278 0.26143012]	True	[0.1071472  0.07141155]	0.3865464532843239
Homo_sapiens_tRNA-Ala-AGC-3	25	26	minus-AsO2_control-shRNA	2	[-2.98160657 -3.53044208]	True	[7.96715222e-038 2.23496607e-115]	-3.2560243212446913
Homo_sapiens_tRNA-Ala-AGC-3	25	37	minus-AsO2_control-shRNA	2	[-0.3145062  -0.00140746]	True	[0.13137461 1.        ]	-0.15795682546245976
Homo_sapiens_tRNA-Ala-AGC-3	25	57	minus-AsO2_control-shRNA	2	[0.49601449 0.40219267]	True	[4.24660910e-04 2.74960918e-06]	0.4491035811643739
Homo_sapiens_tRNA-Ala-AGC-3	25	58	minus-AsO2_control-shRNA	2	[ 0.23002709 -0.11103817]	False	[0.42167386 0.51929903]	0.05949446225375391
Homo_sapiens_tRNA-Ala-AGC-3	25	Charged	minus-AsO2_control-shRNA	2	[-0.29446093  0.2866928 ]	False	[0.15472773 0.00092922]	-0.003884065369812728
Homo_sapiens_tRNA-Ala-AGC-3	26	37	minus-AsO2_control-shRNA	2	[0.17558871 0.2652798 ]	True	[0.76491705 0.24627914]	0.22043425836405542
Homo_sapiens_tRNA-Ala-AGC-3	26	57	minus-AsO2_control-shRNA	2	[-1.03857027 -0.43675801]	True	[0.00014233 0.00610004]	-0.7376641422258459
Homo_sapiens_tRNA-Ala-AGC-3	26	58	minus-AsO2_control-shRNA	2	[-0.02883324  0.40102026]	False	[1.         0.09626017]	0.186093509909363
Homo_sapiens_tRNA-Ala-AGC-3	26	Charged	minus-AsO2_control-shRNA	2	[0.38822488 0.57252442]	True	[2.15397813e-01 2.78385185e-06]	0.48037465092457665
Homo_sapiens_tRNA-Ala-AGC-3	37	57	minus-AsO2_control-shRNA	2	[ 0.23846828 -0.0146472 ]	False	[0.55738861 0.99839583]	0.11191054048173901
Homo_sapiens_tRNA-Ala-AGC-3	37	58	minus-AsO2_control-shRNA	2	[ 1.04443514 -0.16665256]	False	[2.77703195e-04 6.66278713e-01]	0.4388912938920899
Homo_sapiens_tRNA-Ala-AGC-3	37	Charged	minus-AsO2_control-shRNA	2	[-0.0360173 -0.2743373]	True	[1.         0.14123656]	-0.15517730187867396
Homo_sapiens_tRNA-Ala-AGC-3	57	58	minus-AsO2_control-shRNA	2	[4.95698034 5.13108486]	True	[1.92999596e-21 2.25412133e-37]	5.04403259834754
Homo_sapiens_tRNA-Ala-AGC-3	57	Charged	minus-AsO2_control-shRNA	2	[-0.23399058  0.16426222]	False	[0.45439705 0.252723  ]	-0.03486417888863687
Homo_sapiens_tRNA-Ala-AGC-3	58	Charged	minus-AsO2_control-shRNA	2	[-0.42328956 -0.22246757]	True	[0.14975427 0.2407307 ]	-0.32287856460390557
Homo_sapiens_tRNA-Ala-AGC-3	20	25	plus-AsO2_control-shRNA	2	[ 0.0194819  -0.10152674]	False	[0.96092631 0.43246993]	-0.04102242167443229
Homo_sapiens_tRNA-Ala-AGC-3	20	26	plus-AsO2_control-shRNA	2	[1.15833885 0.9820179 ]	True	[4.69627196e-14 3.31362302e-16]	1.0701783757768717
Homo_sapiens_tRNA-Ala-AGC-3	20	37	plus-AsO2_control-shRNA	2	[ 0.41671667 -0.23834645]	False	[0.18541991 0.22878149]	0.08918510896235243
Homo_sapiens_tRNA-Ala-AGC-3	20	57	plus-AsO2_control-shRNA	2	[0.17907888 0.17263947]	True	[0.4546153  0.29744493]	0.1758591752749446
Homo_sapiens_tRNA-Ala-AGC-3	20	58	plus-AsO2_control-shRNA	2	[ 0.59525401 -0.02370713]	False	[0.05509132 0.95828945]	0.2857734359881164
Homo_sapiens_tRNA-Ala-AGC-3	20	Charged	plus-AsO2_control-shRNA	2	[0.49409982 0.21400124]	True	[0.0096763  0.18332154]	0.3540505290135463
Homo_sapiens_tRNA-Ala-AGC-3	25	26	plus-AsO2_control-shRNA	2	[-2.907592   -3.50529563]	True	[1.86701926e-060 1.01665207e-128]	-3.2064438139651985
Homo_sapiens_tRNA-Ala-AGC-3	25	37	plus-AsO2_control-shRNA	2	[-0.08081094  0.09267934]	False	[0.71500455 0.559811  ]	0.005934199513753867
Homo_sapiens_tRNA-Ala-AGC-3	25	57	plus-AsO2_control-shRNA	2	[0.50765132 0.31250305]	True	[7.06442647e-06 1.58457035e-04]	0.4100771840837183
Homo_sapiens_tRNA-Ala-AGC-3	25	58	plus-AsO2_control-shRNA	2	[0.63500687 0.14125746]	True	[2.98851449e-04 3.55547499e-01]	0.38813216931640504
Homo_sapiens_tRNA-Ala-AGC-3	25	Charged	plus-AsO2_control-shRNA	2	[0.29786619 0.12309431]	True	[0.01335605 0.24316932]	0.21048025148928043
Homo_sapiens_tRNA-Ala-AGC-3	26	37	plus-AsO2_control-shRNA	2	[1.05903187 0.32631344]	True	[5.36375095e-05 1.15917167e-01]	0.6926726548668479
Homo_sapiens_tRNA-Ala-AGC-3	26	57	plus-AsO2_control-shRNA	2	[-0.6806554  -0.60119069]	True	[1.02576855e-03 3.44225238e-05]	-0.6409230474845777
Homo_sapiens_tRNA-Ala-AGC-3	26	58	plus-AsO2_control-shRNA	2	[ 0.30259935 -0.36221478]	False	[0.34361829 0.03591754]	-0.029807713040248818
Homo_sapiens_tRNA-Ala-AGC-3	26	Charged	plus-AsO2_control-shRNA	2	[0.30551553 0.01275339]	True	[0.08833532 1.        ]	0.1591344625444818
Homo_sapiens_tRNA-Ala-AGC-3	37	57	plus-AsO2_control-shRNA	2	[-0.04023896 -0.07813337]	True	[0.90795542 0.73644869]	-0.05918616303930993
Homo_sapiens_tRNA-Ala-AGC-3	37	58	plus-AsO2_control-shRNA	2	[-0.57160968 -0.16347299]	True	[0.11387773 0.63202042]	-0.36754133704766945
Homo_sapiens_tRNA-Ala-AGC-3	37	Charged	plus-AsO2_control-shRNA	2	[0.23601764 0.03399446]	True	[0.37111451 0.94500104]	0.13500604697101257
Homo_sapiens_tRNA-Ala-AGC-3	57	58	plus-AsO2_control-shRNA	2	[6.1517666  4.40154051]	True	[1.08797660e-26 5.94241605e-42]	5.27665355764784
Homo_sapiens_tRNA-Ala-AGC-3	57	Charged	plus-AsO2_control-shRNA	2	[0.07137026 0.04277735]	True	[0.78038349 0.83319513]	0.057073805030909114
Homo_sapiens_tRNA-Ala-AGC-3	58	Charged	plus-AsO2_control-shRNA	2	[-0.55477423  0.03356977]	False	[0.00834069 0.94207469]	-0.2606022321808721
Homo_sapiens_tRNA-Ala-AGC-3	20	25	minus-AsO2_shRNAW	3	[-0.06703529 -0.17765599 -0.22339071]	True	[0.76420679 0.2535762  0.3072325 ]	-0.15602732990108517
Homo_sapiens_tRNA-Ala-AGC-3	20	26	minus-AsO2_shRNAW	3	[0.91618389 0.68786848 0.87222898]	True	[1.33380013e-08 2.55814231e-05 6.46696092e-05]	0.8254271150742735
Homo_sapiens_tRNA-Ala-AGC-3	20	37	minus-AsO2_shRNAW	3	[0.01930291 0.10867072 0.25909123]	True	[1.         0.79561111 0.56672793]	0.1290216224134514
Homo_sapiens_tRNA-Ala-AGC-3	20	57	minus-AsO2_shRNAW	3	[-0.08271258  0.029479   -0.34861829]	False	[0.82368041 0.931425   0.31749675]	-0.1339506196064879
Homo_sapiens_tRNA-Ala-AGC-3	20	58	minus-AsO2_shRNAW	3	[0.01444625 0.61318128 1.59977497]	True	[1.00000000e+00 2.51610543e-02 3.45997385e-04]	0.7424674997149152
Homo_sapiens_tRNA-Ala-AGC-3	20	Charged	minus-AsO2_shRNAW	3	[-0.08596412  0.14761583  0.26824965]	False	[0.78082043 0.48519404 0.32290794]	0.10996711816383407
Homo_sapiens_tRNA-Ala-AGC-3	25	26	minus-AsO2_shRNAW	3	[-3.64642169 -3.74318093 -4.12652815]	True	[1.22936697e-74 1.06871196e-81 1.35157937e-46]	-3.83871025431036
Homo_sapiens_tRNA-Ala-AGC-3	25	37	minus-AsO2_shRNAW	3	[-0.24878462  0.03207133 -0.42370314]	False	[0.12126794 0.95447967 0.02243902]	-0.21347214312894772
Homo_sapiens_tRNA-Ala-AGC-3	25	57	minus-AsO2_shRNAW	3	[0.13154443 0.41359834 0.40149979]	True	[3.86701379e-01 1.20820896e-04 1.07316684e-02]	0.31554752367473854
Homo_sapiens_tRNA-Ala-AGC-3	25	58	minus-AsO2_shRNAW	3	[ 0.04003319 -0.09590479  0.4507499 ]	False	[0.91721819 0.62772521 0.07988732]	0.13162609795141342
Homo_sapiens_tRNA-Ala-AGC-3	25	Charged	minus-AsO2_shRNAW	3	[ 0.10252264  0.20708502 -0.01123724]	False	[0.48540238 0.0744589  1.        ]	0.09945680806120305
Homo_sapiens_tRNA-Ala-AGC-3	26	37	minus-AsO2_shRNAW	3	[ 0.25787042  0.19667495 -0.55759953]	False	[0.40129806 0.52469143 0.03376347]	-0.03435138530756746
Homo_sapiens_tRNA-Ala-AGC-3	26	57	minus-AsO2_shRNAW	3	[-0.78677121 -0.74048829 -0.74240958]	True	[1.33340551e-04 9.96959592e-05 1.18545710e-02]	-0.7565563621771108
Homo_sapiens_tRNA-Ala-AGC-3	26	58	minus-AsO2_shRNAW	3	[-0.02720982  0.22134046  0.04055612]	False	[0.9747067  0.48195227 1.        ]	0.0782289199402376
Homo_sapiens_tRNA-Ala-AGC-3	26	Charged	minus-AsO2_shRNAW	3	[ 0.37190562  0.53444914 -0.02419172]	False	[3.02746341e-02 3.61190835e-04 1.00000000e+00]	0.2940543478974305
Homo_sapiens_tRNA-Ala-AGC-3	37	57	minus-AsO2_shRNAW	3	[-0.17798981  0.35396298 -0.12032627]	False	[0.51022132 0.17445345 0.73430288]	0.018548967187322744
Homo_sapiens_tRNA-Ala-AGC-3	37	58	minus-AsO2_shRNAW	3	[-0.56175059 -0.41040764  0.32628446]	False	[0.12502125 0.22361385 0.41672063]	-0.21529125341123123
Homo_sapiens_tRNA-Ala-AGC-3	37	Charged	minus-AsO2_shRNAW	3	[-0.22206024 -0.26779796 -0.70719745]	True	[0.35274618 0.2297763  0.02038401]	-0.3990185489224407
Homo_sapiens_tRNA-Ala-AGC-3	57	58	minus-AsO2_shRNAW	3	[5.19622777 4.42482973 5.50087669]	True	[3.24101836e-26 1.89319408e-28 1.60808223e-16]	5.040644730402355
Homo_sapiens_tRNA-Ala-AGC-3	57	Charged	minus-AsO2_shRNAW	3	[ 0.16768538  0.13573349 -0.18910472]	False	[0.38645387 0.5117705  0.54249702]	0.03810471924833214
Homo_sapiens_tRNA-Ala-AGC-3	58	Charged	minus-AsO2_shRNAW	3	[-0.26290759  0.13254196 -0.67801426]	False	[0.20335738 0.62909039 0.00664069]	-0.26945996400016925
Homo_sapiens_tRNA-Ala-AGC-3	20	25	plus-AsO2_shRNAV	3	[ 0.20199123 -0.40610665  0.10437126]	False	[0.90664056 0.02495431 0.63016626]	-0.03324805343561867
Homo_sapiens_tRNA-Ala-AGC-3	20	26	plus-AsO2_shRNAV	3	[2.68392895 0.84634099 0.27708127]	True	[7.49048723e-03 3.73301618e-05 3.25424958e-01]	1.2691170709393103
Homo_sapiens_tRNA-Ala-AGC-3	20	37	plus-AsO2_shRNAV	3	[-2.2555407   0.40699091 -0.03241107]	False	[0.03632988 0.25383337 0.96008601]	-0.6269869546959247
Homo_sapiens_tRNA-Ala-AGC-3	20	57	plus-AsO2_shRNAV	3	[0.14904627 0.29125898 0.33323212]	True	[0.87633871 0.24846508 0.16586047]	0.25784579025625387
Homo_sapiens_tRNA-Ala-AGC-3	25	57	plus-AsO2_shRNAV	3	[1.31563269 0.28602983 0.50632234]	True	[0.07346041 0.07189326 0.00013708]	0.7026616195942926
Homo_sapiens_tRNA-Ala-AGC-3	25	Charged	plus-AsO2_shRNAV	3	[0.14077866 0.0228999  0.35652909]	True	[1.         0.9617638  0.00522381]	0.17340255149093065
Homo_sapiens_tRNA-Ala-AGC-3	26	37	plus-AsO2_shRNAV	3	[ 0.29559395 -0.44480684  0.16043941]	False	[1.         0.08855188 0.77797249]	0.0037421724457284145
Homo_sapiens_tRNA-Ala-AGC-3	26	57	plus-AsO2_shRNAV	3	[ 1.52616115 -1.20779357 -0.59847043]	False	[1.33728178e-01 6.32364039e-06 2.41565082e-02]	-0.09336761845540047
Homo_sapiens_tRNA-Ala-AGC-3	26	58	plus-AsO2_shRNAV	3	[-0.39323313  0.05388393 -0.32490997]	False	[0.7307718  1.         0.31421206]	-0.22141972472473936
Homo_sapiens_tRNA-Ala-AGC-3	26	Charged	plus-AsO2_shRNAV	3	[1.45137935 0.40824491 0.3801572 ]	True	[0.26534583 0.08086693 0.06510479]	0.74659381801904
Homo_sapiens_tRNA-Ala-AGC-3	37	57	plus-AsO2_shRNAV	3	[-1.50103135 -0.24628806 -0.38048359]	True	[0.18600645 0.39487384 0.15465293]	-0.7092676657855644
Homo_sapiens_tRNA-Ala-AGC-3	37	Charged	plus-AsO2_shRNAV	3	[-3.07400058 -0.70094293 -0.03316686]	True	[0.11083902 0.00396432 0.98283029]	-1.269370123574881
Homo_sapiens_tRNA-Ala-AGC-3	57	Charged	plus-AsO2_shRNAV	3	[1.47089073 0.70942995 0.5840503 ]	True	[3.30077128e-01 6.90188863e-05 9.86239007e-04]	0.9214569948045589
Homo_sapiens_tRNA-Ala-AGC-3	58	Charged	plus-AsO2_shRNAV	3	[-1.         -0.06091951  0.12228611]	False	[0.80525925 0.92811833 0.71739332]	-0.31287779931456955
Homo_sapiens_tRNA-Ala-AGC-3	20	58	plus-AsO2_shRNAV	2	[0.18335214 0.2693434 ]	True	[0.74848848 0.56351869]	0.22634776881063284
Homo_sapiens_tRNA-Ala-AGC-3	20	Charged	plus-AsO2_shRNAV	2	[-0.11425085 -0.00281502]	True	[0.70827339 1.        ]	-0.05853293322951407
Homo_sapiens_tRNA-Ala-AGC-3	25	26	plus-AsO2_shRNAV	2	[-5.12879828 -3.15587154]	True	[2.65787597e-58 1.43244360e-41]	-4.142334911681451
Homo_sapiens_tRNA-Ala-AGC-3	25	37	plus-AsO2_shRNAV	2	[-0.3275721  -0.16364952]	True	[0.07279886 0.47175748]	-0.24561080953995318
Homo_sapiens_tRNA-Ala-AGC-3	25	58	plus-AsO2_shRNAV	2	[0.81945006 0.40016985]	True	[0.00045453 0.0787149 ]	0.6098099538753572
Homo_sapiens_tRNA-Ala-AGC-3	37	58	plus-AsO2_shRNAV	2	[0.17237987 0.22913221]	True	[0.71933669 0.56463928]	0.20075604145729337
Homo_sapiens_tRNA-Ala-AGC-3	57	58	plus-AsO2_shRNAV	2	[4.49087788 4.08432468]	True	[4.63569483e-15 3.65937051e-16]	4.287601281340216
Homo_sapiens_tRNA-Ile-AAT-8	26	58	minus-AsO2_control-shRNA	2	[ 0.34819487 -0.24188829]	False	[0.35230694 0.39239075]	0.05315329075271839
Homo_sapiens_tRNA-Ile-AAT-8	26	Charged	minus-AsO2_control-shRNA	2	[0.53751347 0.23207547]	True	[0.09178378 0.16048028]	0.38479447054421356
Homo_sapiens_tRNA-Ile-AAT-8	58	Charged	minus-AsO2_control-shRNA	2	[-0.28743321  0.07878709]	False	[0.29120462 0.59795654]	-0.10432306307730004
Homo_sapiens_tRNA-Ile-AAT-8	18	19	plus-AsO2_control-shRNA	2	[-4.34308717 -3.05191133]	True	[3.19388836e-26 5.01185269e-46]	-3.697499251965257
Homo_sapiens_tRNA-Ile-AAT-8	18	26	plus-AsO2_control-shRNA	2	[-0.44315365 -0.50897507]	True	[3.34641685e-02 7.34270146e-05]	-0.4760643593271976
Homo_sapiens_tRNA-Ile-AAT-8	18	58	plus-AsO2_control-shRNA	2	[0.32823936 0.00192953]	True	[0.16160933 1.        ]	0.16508444558578017
Homo_sapiens_tRNA-Ile-AAT-8	18	Charged	plus-AsO2_control-shRNA	2	[-0.09021044  0.09796919]	False	[0.67600619 0.42972057]	0.00387937388428021
Homo_sapiens_tRNA-Ile-AAT-8	19	26	plus-AsO2_control-shRNA	2	[-0.96208042 -0.39862357]	True	[7.19227014e-08 3.23650663e-03]	-0.6803519981838304
Homo_sapiens_tRNA-Ile-AAT-8	19	58	plus-AsO2_control-shRNA	2	[-0.65641784  0.13238608]	False	[1.08349355e-04 4.21156180e-01]	-0.2620158792109223
Homo_sapiens_tRNA-Ile-AAT-8	19	Charged	plus-AsO2_control-shRNA	2	[-0.00234371  0.03469176]	False	[1.         0.84135979]	0.016174020896252042
Homo_sapiens_tRNA-Ile-AAT-8	26	58	plus-AsO2_control-shRNA	2	[-0.11748537 -0.20021342]	True	[0.74836558 0.21483869]	-0.1588493938418095
Homo_sapiens_tRNA-Ile-AAT-8	26	Charged	plus-AsO2_control-shRNA	2	[-0.19715316  0.19080969]	False	[0.31361686 0.11054648]	-0.003171738127636367
Homo_sapiens_tRNA-Ile-AAT-8	58	Charged	plus-AsO2_control-shRNA	2	[-0.08253765  0.30180369]	False	[0.72747509 0.00202129]	0.10963302301902206
Homo_sapiens_tRNA-Ile-AAT-8	18	19	minus-AsO2_shRNAW	3	[-3.69844356 -4.17008121 -3.62387854]	True	[3.51532406e-34 1.11306914e-28 9.50295502e-18]	-3.8308011037651384
Homo_sapiens_tRNA-Ile-AAT-8	18	26	minus-AsO2_shRNAW	3	[-0.51701729 -0.16115214 -0.56686149]	True	[0.01540597 0.58436236 0.03582838]	-0.41501030790819243
Homo_sapiens_tRNA-Ile-AAT-8	18	58	minus-AsO2_shRNAW	3	[-0.30296305  0.00827368 -0.21780268]	False	[0.0679039  1.         0.42227906]	-0.17083068125517287
Homo_sapiens_tRNA-Ile-AAT-8	18	Charged	minus-AsO2_shRNAW	3	[-0.18688458  0.03045493 -0.17443367]	False	[0.17881061 0.91003874 0.37516909]	-0.11028777411269314
Homo_sapiens_tRNA-Ile-AAT-8	19	26	minus-AsO2_shRNAW	3	[-0.83832898 -0.74134513 -0.81040262]	True	[8.49120824e-06 1.65244129e-04 1.17696602e-03]	-0.7966922447140935
Homo_sapiens_tRNA-Ile-AAT-8	19	58	minus-AsO2_shRNAW	3	[ 0.22596466 -0.37018305 -0.14956565]	False	[0.29188107 0.03043491 0.59559616]	-0.0979280113388988
Homo_sapiens_tRNA-Ile-AAT-8	19	Charged	minus-AsO2_shRNAW	3	[0.20090193 0.15767206 0.45544355]	True	[0.1534614  0.28437329 0.00957616]	0.27133917915157024
Homo_sapiens_tRNA-Ile-AAT-8	26	58	minus-AsO2_shRNAW	3	[-0.00954803  0.71090928 -0.12550354]	False	[1.00000000e+00 2.51098706e-05 8.30168396e-01]	0.19195257036472568
Homo_sapiens_tRNA-Ile-AAT-8	26	Charged	minus-AsO2_shRNAW	3	[-0.25700769  0.19315019  0.48854612]	False	[0.17747311 0.26351709 0.01737833]	0.14156287445542293
Homo_sapiens_tRNA-Ile-AAT-8	58	Charged	minus-AsO2_shRNAW	3	[-0.09810657 -0.09747253  0.11319653]	False	[0.53574701 0.52896043 0.60515876]	-0.02746085555748766
Homo_sapiens_tRNA-Ile-AAT-8	18	58	plus-AsO2_shRNAV	3	[-0.21081607  0.04128572 -0.00707103]	False	[0.83524355 0.96016972 1.        ]	-0.05886712540884245
Homo_sapiens_tRNA-Ile-AAT-8	18	Charged	plus-AsO2_shRNAV	3	[-0.97400479 -0.18298228  0.03695576]	False	[0.52585409 0.28245794 0.89482391]	-0.3733437704006793
Homo_sapiens_tRNA-Ile-AAT-8	26	Charged	plus-AsO2_shRNAV	3	[ 1.44312981  0.17185015 -0.36589253]	False	[0.59104855 0.27605468 0.00682915]	0.41636247342715565
Homo_sapiens_tRNA-Ile-AAT-8	58	Charged	plus-AsO2_shRNAV	3	[ 1.84170643 -0.23660303 -0.02690974]	False	[0.11850124 0.09394062 0.93752032]	0.5260645524158385
Homo_sapiens_tRNA-Ile-AAT-8	18	19	plus-AsO2_shRNAV	2	[-4.8706459  -3.24229163]	True	[4.32890859e-30 3.47885847e-20]	-4.056468768706948
Homo_sapiens_tRNA-Ile-AAT-8	18	26	plus-AsO2_shRNAV	2	[-0.13899314 -0.38353813]	True	[0.58076303 0.06042719]	-0.2612656368897123
Homo_sapiens_tRNA-Ile-AAT-8	19	26	plus-AsO2_shRNAV	2	[-0.18801182 -0.0763107 ]	True	[0.42296753 0.81312179]	-0.13216125663567074
Homo_sapiens_tRNA-Ile-AAT-8	19	58	plus-AsO2_shRNAV	2	[-0.02782251  0.1053147 ]	False	[0.96022318 0.78627288]	0.03874609499352139
Homo_sapiens_tRNA-Ile-AAT-8	19	Charged	plus-AsO2_shRNAV	2	[ 0.11538764 -0.13619017]	False	[0.54088364 0.44393709]	-0.010401264848466471
Homo_sapiens_tRNA-Ile-AAT-8	26	58	plus-AsO2_shRNAV	2	[-0.26819531  0.12324502]	False	[0.23926018 0.63627214]	-0.07247514835164759
Homo_sapiens_mito_tRNA-Ser-GCT-1	e12	53	minus-AsO2_control-shRNA	2	[0.16261571 0.5117982 ]	True	[6.62374975e-01 1.19151085e-05]	0.337206958877496
Homo_sapiens_mito_tRNA-Ser-GCT-1	e12	Charged	minus-AsO2_control-shRNA	2	[0.03738136 0.86926987]	True	[1.0000000e+00 9.9835819e-08]	0.4533256129861234
Homo_sapiens_mito_tRNA-Ser-GCT-1	53	Charged	minus-AsO2_control-shRNA	2	[0.31914767 0.72328106]	True	[7.33727486e-01 4.73174986e-04]	0.5212143641805799
Homo_sapiens_mito_tRNA-Ser-GCT-1	e12	53	plus-AsO2_control-shRNA	2	[-0.24170361 -0.19575008]	True	[0.24418418 0.68155127]	-0.21872684308454887
Homo_sapiens_mito_tRNA-Ser-GCT-1	e12	Charged	plus-AsO2_control-shRNA	2	[0.3326338  0.26832842]	True	[0.15826987 0.38232723]	0.3004811140781847
Homo_sapiens_mito_tRNA-Ser-GCT-1	53	Charged	plus-AsO2_control-shRNA	2	[-0.43443606 -0.06962933]	True	[0.07894231 0.92076724]	-0.252032692717567
Homo_sapiens_mito_tRNA-Ser-GCT-1	e12	53	minus-AsO2_shRNAW	3	[-0.01244395  0.45852749  0.19250929]	False	[1.         0.15429435 0.63993694]	0.21286427662190088
