sample	ref	var1	var2	pval	odds_ratio	values	pval_corrected	canon_var1	canon_var2
modA0-475_modB0-975_odds1-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.7253763763846264	0.9670178694908469	"26     58   
False  True     10224
True   True      9242
False  False      276
True   False      258
dtype: int64"	0.7556003920673192	26	58
modA0-375_modB0-975_odds0-500	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	3.2550858647447686e-19	0.4380817285980616	"26     58   
False  True     12337
True   True      7172
       False      280
False  False      211
dtype: int64"	9.779227919834068e-19	26	58
modA0-575_modB0-475_odds0-841	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.4784563510632707e-09	0.8404659057411877	"26     58   
True   False    6422
       True     5164
False  False    4300
       True     4114
dtype: int64"	3.0084867608845624e-09	26	58
modA0-975_modB0-175_odds2-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.00030592542587540956	1.6312693819045907	"26     58   
True   False    16095
       True      3409
False  False      439
       True        57
dtype: int64"	0.0004470726474170912	26	58
modA0-975_modB0-575_odds0-707	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.0008748021041367312	0.7317597999188583	"26     58   
True   True     11207
       False     8286
False  True       329
       False      178
dtype: int64"	0.0012497172916239017	26	58
modA0-775_modB0-275_odds0-707	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.376534239837443e-20	0.7087772226330356	"26     58   
True   False    11473
       True      4055
False  False     2984
       True      1488
dtype: int64"	4.2636016278150893e-20	26	58
modA0-275_modB0-675_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.2724566423224812e-23	1.4172251801440152	"26     58   
False  True     9577
       False    4942
True   True     4018
       False    1463
dtype: int64"	4.4535982481286846e-23	26	58
modA0-575_modB0-175_odds0-707	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	6.884820220511351e-24	0.6902187375226023	"26     58   
True   False    9685
False  False    6652
True   True     1836
False  True     1827
dtype: int64"	2.4714739253117668e-23	26	58
modA0-675_modB0-175_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.738831410084008e-22	1.4918377169389314	"26     58   
True   False    10868
False  False     5576
True   True      2646
False  True       910
dtype: int64"	5.966578367935321e-22	26	58
modA0-275_modB0-175_odds0-841	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.904386077480272e-09	0.7713484181924047	"26     58   
False  False    11893
True   False     4640
False  True      2665
True   True       802
dtype: int64"	3.841701020853574e-09	26	58
modA0-875_modB0-875_odds0-707	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.0006709879092874825	0.7940776695791435	"26     58   
True   True     15218
       False     2287
False  True      2229
       False      266
dtype: int64"	0.0009644590071893999	26	58
modA0-675_modB0-575_odds0-841	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.0648326267084037e-06	0.8609793379134594	"26     58   
True   True     7569
       False    5899
False  True     3909
       False    2623
dtype: int64"	1.8091816473201035e-06	26	58
modA0-775_modB0-075_odds1-189	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.013929203396341296	1.1757673200997671	"26     58   
True   False    14214
False  False     4232
True   True      1240
False  True       314
dtype: int64"	0.018225125939138144	26	58
modA0-475_modB0-575_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	8.507999764543388e-31	1.3941116069827981	"26     58   
True   True     5915
False  True     5676
       False    4812
True   False    3597
dtype: int64"	3.8176922020386994e-30	26	58
modA0-675_modB0-475_odds1-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.3562692910467355	0.972157514622114	"26     58   
True   False    7092
       True     6426
False  False    3355
       True     3127
dtype: int64"	0.3990216059723437	26	58
modA0-575_modB0-075_odds0-500	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	9.05973466793516e-34	0.5204827837843028	"26     58   
True   False    10899
False  False     7599
       True       860
True   True       642
dtype: int64"	4.3736650121066286e-33	26	58
modA0-475_modB0-475_odds0-500	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	4.102486785502747e-128	0.5022857939490415	"26     58   
True   False    5987
False  True     5685
       False    4657
True   True     3671
dtype: int64"	2.2090313460399406e-126	26	58
modA0-775_modB0-675_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	4.09313822234429e-18	1.3618410494735687	"26     58   
True   True     10754
       False     4708
False  True      2843
       False     1695
dtype: int64"	1.1888783218427397e-17	26	58
modA0-275_modB0-875_odds0-500	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.8667272574134355e-50	0.5087933052246821	"26     58   
False  True     13034
True   True      4470
False  False     1491
True   False     1005
dtype: int64"	1.2099158149901898e-49	26	58
modA0-375_modB0-275_odds1-189	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.0936378429489335e-13	1.2707517900308212	"26     58   
False  False    9184
True   False    5167
False  True     3294
True   True     2355
dtype: int64"	2.6767359792456413e-13	26	58
modA0-975_modB0-775_odds1-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.6978909327108787	0.9532585447299627	"26     58   
True   True     15188
       False     4330
False  True       379
       False      103
dtype: int64"	0.7296970265472815	26	58
modA0-775_modB0-075_odds2-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	6.75366759337326e-22	2.018461984401196	"26     58   
True   False    14185
False  False     4309
True   True      1309
False  True       197
dtype: int64"	2.2299845827175858e-21	26	58
modA0-075_modB0-875_odds1-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.11938155923620106	0.8825886544827223	"26     58   
False  True     16242
       False     2277
True   True      1278
       False      203
dtype: int64"	0.14333977952888635	26	58
modA0-275_modB0-275_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	4.0185530794080956e-24	1.4210593961800662	"26     58   
False  False    10770
True   False     3743
False  True      3673
True   True      1814
dtype: int64"	1.4650974768675347e-23	26	58
modA0-075_modB0-575_odds0-707	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	3.25923147890584e-10	0.7162550696348142	"26     58   
False  True     10757
       False     7685
True   True       780
       False      778
dtype: int64"	6.913521318891175e-10	26	58
modA0-675_modB0-075_odds0-707	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	3.680546184242185e-08	0.7343521798067253	"26     58   
True   False    12705
False  False     5791
True   True       928
False  True       576
dtype: int64"	6.982065932166747e-08	26	58
modA0-875_modB0-775_odds1-189	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.000124700843604537	1.21255777272007	"26     58   
True   True     13667
       False     3859
False  True      1843
       False      631
dtype: int64"	0.00018935052174224706	26	58
modA0-875_modB0-075_odds2-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	6.757064882539352e-17	2.282302206452205	"26     58   
True   False    16101
False  False     2396
True   True      1411
False  True        92
dtype: int64"	1.8769624673720423e-16	26	58
modA0-375_modB0-075_odds0-841	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.0015701347976062041	0.8379120879120879	"26     58   
False  False    11407
True   False     7072
False  True      1001
True   True       520
dtype: int64"	0.002202593904457601	26	58
modA0-875_modB0-775_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.9864097283280428e-14	1.4517066432212165	"26     58   
True   True     13729
       False     3735
False  True      1818
       False      718
dtype: int64"	5.074769378940256e-14	26	58
modA0-375_modB0-975_odds1-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.817560929670913	0.9788344828282625	"26     58   
False  True     12126
True   True      7362
False  False      316
True   False      196
dtype: int64"	0.8403709996617315	26	58
modA0-375_modB0-475_odds1-189	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	2.145485672423764e-09	1.191369271458249	"26     58   
False  False    6657
       True     5799
True   True     3842
       False    3702
dtype: int64"	4.315632099702973e-09	26	58
modA0-175_modB0-375_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	3.061115666400334e-24	1.4695994704038065	"26     58   
False  False    10580
       True      5931
True   False     1913
       True      1576
dtype: int64"	1.1277794560422284e-23	26	58
modA0-975_modB0-175_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.002023284951188125	1.5309992967674126	"26     58   
True   False    16141
       True      3386
False  False      416
       True        57
dtype: int64"	0.0028213136769555526	26	58
modA0-675_modB0-675_odds1-189	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	3.434991159977744e-10	1.2230135411343894	"26     58   
True   True     9324
False  True     4256
True   False    4120
False  False    2300
dtype: int64"	7.24245124091693e-10	26	58
modA0-375_modB0-975_odds2-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	7.171624991953335e-08	1.6827487271145185	"26     58   
False  True     12149
True   True      7320
False  False      391
True   False      140
dtype: int64"	1.3351429506296102e-07	26	58
modA0-675_modB0-275_odds1-189	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	9.999053995951533e-08	1.2013963212365497	"26     58   
True   False    9714
False  False    4880
True   True     3812
False  True     1594
dtype: int64"	1.8322873814570873e-07	26	58
modA0-075_modB0-375_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	5.807813227498325e-21	1.6557672092594953	"26     58   
False  False    11641
       True      6831
True   False      775
       True       753
dtype: int64"	1.8312924591210936e-20	26	58
modA0-375_modB0-675_odds0-707	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	2.962910158309257e-19	0.7563813445610655	"26     58   
False  True     8786
True   True     4777
False  False    3745
True   False    2692
dtype: int64"	8.939815132829657e-19	26	58
modA0-875_modB0-575_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	9.980017095573993e-23	1.5290462623795957	"26     58   
True   True     10246
       False     7308
False  False     1276
       True      1170
dtype: int64"	3.441385205370343e-22	26	58
modA0-575_modB0-675_odds0-707	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	5.990290541172796e-35	0.6842416391354271	"26     58   
True   True     7313
False  True     6130
True   False    4167
False  False    2390
dtype: int64"	3.0385531730586646e-34	26	58
modA0-675_modB0-375_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	5.563860741357824e-35	1.4779251453488371	"26     58   
True   False    8041
       True     5423
False  False    4488
       True     2048
dtype: int64"	2.8428485539784504e-34	26	58
modA0-075_modB0-775_odds0-500	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	6.536947302207241e-28	0.5231107758263356	"26     58   
False  True     14489
       False     4019
True   True       975
       False      517
dtype: int64"	2.6450075789277855e-27	26	58
modA0-275_modB0-375_odds0-707	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.0523337135642786e-18	0.7457833859095688	"26     58   
False  False    8806
       True     5706
True   False    3700
       True     1788
dtype: int64"	3.108158647658207e-18	26	58
modA0-675_modB0-775_odds0-707	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	2.466998981109692e-19	0.7156373091944738	"26     58   
True   True     10261
False  True      5221
True   False     3312
False  False     1206
dtype: int64"	7.475754488211188e-19	26	58
modA0-575_modB0-375_odds0-707	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.445999365596274e-37	0.6854770034141949	"26     58   
True   False    7586
False  False    4923
True   True     3848
False  True     3643
dtype: int64"	8.03332980886819e-37	26	58
modA0-275_modB0-475_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	7.788340705801734e-30	1.4292061094301027	"26     58   
False  False    7897
       True     6446
True   True     3046
       False    2611
dtype: int64"	3.36533240374149e-29	26	58
modA0-275_modB0-575_odds0-707	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	5.678352380968296e-23	0.7307603253036496	"26     58   
False  True     8680
       False    5713
True   True     2950
       False    2657
dtype: int64"	1.9677458745929738e-22	26	58
modA0-875_modB0-475_odds2-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.7201719221508166e-64	2.120911758391183	"26     58   
True   False    8900
       True     8590
False  False    1725
       True      785
dtype: int64"	1.3840463741443352e-63	26	58
modA0-375_modB0-275_odds0-500	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.670728823204753e-76	0.5370604450132638	"26     58   
False  False    8398
True   False    6005
False  True     4044
True   True     1553
dtype: int64"	1.6020687345799001e-75	26	58
modA0-075_modB0-475_odds1-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.023365749986037958	1.1288308518708554	"26     58   
False  False    9610
       True     8867
True   True      777
       False     746
dtype: int64"	0.030121592983842673	26	58
modA0-475_modB0-375_odds1-189	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	3.0406134251914536e-06	1.1464645347983258	"26     58   
False  False    6724
True   False    5801
False  True     3758
True   True     3717
dtype: int64"	5.043671558374449e-06	26	58
modA0-175_modB0-275_odds0-707	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	9.287510114728667e-22	0.653704028195129	"26     58   
False  False    11854
       True      4692
True   False     2744
       True       710
dtype: int64"	3.037970598275732e-21	26	58
modA0-175_modB0-875_odds1-189	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.0039282561720458565	1.1800969708707698	"26     58   
False  True     14318
True   True      3084
False  False     2197
True   False      401
dtype: int64"	0.005370662735218945	26	58
modA0-575_modB0-375_odds2-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	2.7918689006065545e-105	1.923024666616849	"26     58   
True   False    6426
False  False    6030
True   True     5070
False  True     2474
dtype: int64"	5.922146152801783e-104	26	58
modA0-475_modB0-975_odds0-841	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.06565953821313794	0.8426476532500039	"26     58   
False  True     10210
True   True      9305
       False      252
False  False      233
dtype: int64"	0.08063452061262555	26	58
modA0-375_modB0-775_odds0-500	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	7.269510121332224e-81	0.518776876465989	"26     58   
False  True     10232
True   True      5301
False  False     2235
True   False     2232
dtype: int64"	8.077233468146916e-80	26	58
modA0-075_modB0-575_odds0-500	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.3795822717002228e-29	0.549777389343821	"26     58   
False  True     10815
       False     7626
True   False      876
       True       683
dtype: int64"	5.888460915793633e-29	26	58
modA0-275_modB0-875_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	2.364974573214141e-11	1.3985834443886134	"26     58   
False  True     12575
True   True      4932
False  False     1947
True   False      546
dtype: int64"	5.25549905158698e-11	26	58
modA0-075_modB0-075_odds2-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	2.2889043653417386e-21	2.247423143564507	"26     58   
False  False    17218
True   False     1298
False  True      1269
True   True       215
dtype: int64"	7.316132674608298e-21	26	58
modA0-275_modB0-775_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	7.342471634654675e-18	1.4011652150609675	"26     58   
False  True     10975
True   True      4581
False  False     3424
True   False     1020
dtype: int64"	2.115115285702993e-17	26	58
modA0-675_modB0-675_odds0-500	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	2.8405892917385187e-87	0.5122619767606763	"26     58   
True   True     8610
False  True     5017
True   False    4908
False  False    1465
dtype: int64"	3.682245378179562e-86	26	58
modA0-875_modB0-775_odds2-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.124967303977309e-43	1.9437581630368412	"26     58   
True   True     13880
       False     3679
False  True      1611
       False      830
dtype: int64"	6.56230927320097e-43	26	58
modA0-275_modB0-675_odds2-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	7.824107631934159e-92	2.0611931017063347	"26     58   
False  True     9179
       False    5279
True   True     4333
       False    1209
dtype: int64"	1.2170834094119803e-90	26	58
modA0-175_modB0-275_odds2-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	4.600072182428054e-74	2.056878628867529	"26     58   
False  False    12405
       True      4122
True   False     2063
       True      1410
dtype: int64"	4.236908589078471e-73	26	58
modA0-775_modB0-775_odds2-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.396176503625042e-78	2.0500554736971357	"26     58   
True   True     12458
False  True      3065
True   False     2976
False  False     1501
dtype: int64"	1.4164109457065642e-77	26	58
modA0-175_modB0-975_odds1-189	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.060359151436940296	1.286087605774017	"26     58   
False  True     16072
True   True      3445
False  False      414
True   False       69
dtype: int64"	0.07464912721883075	26	58
modA0-575_modB0-575_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	4.040754158200472e-33	1.4152741569852656	"26     58   
True   True     7078
False  True     4472
True   False    4461
False  False    3989
dtype: int64"	1.91116750725698e-32	26	58
modA0-975_modB0-275_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.0010642739046532704	1.4325102936765468	"26     58   
True   False    14105
       True      5402
False  False      389
       True       104
dtype: int64"	0.0015111394183717835	26	58
modA0-475_modB0-675_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.0472656667967129e-29	1.4123067785826682	"26     58   
False  True     6811
True   True     6751
False  False    3783
True   False    2655
dtype: int64"	4.49745991875889e-29	26	58
modA0-475_modB0-475_odds2-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.1417243004949808e-140	2.05707606242523	"26     58   
False  False    6354
True   True     5444
False  True     4151
True   False    4051
dtype: int64"	3.996035051732433e-138	26	58
modA0-875_modB0-275_odds0-841	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.00030179498835733616	0.843993353434358	"26     58   
True   False    12715
       True      4805
False  False     1713
       True       767
dtype: int64"	0.0004419591879709944	26	58
modA0-875_modB0-175_odds0-841	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.03299189904346506	0.889950617422984	"26     58   
True   False    14380
       True      3060
False  False     2066
       True       494
dtype: int64"	0.04193585907509202	26	58
modA0-775_modB0-575_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	2.1820643680421578e-24	1.4132405626906461	"26     58   
True   True     9111
       False    6351
False  True     2286
       False    2252
dtype: int64"	8.081719881637622e-24	26	58
modA0-175_modB0-275_odds0-841	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.838187012401101e-06	0.8139480770581903	"26     58   
False  False    11906
       True      4657
True   False     2607
       True       830
dtype: int64"	3.070956822627138e-06	26	58
modA0-375_modB0-775_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	8.296362963064221e-22	1.4090965041851304	"26     58   
False  True     9478
True   True     5985
False  False    3133
True   False    1404
dtype: int64"	2.7265042601619506e-21	26	58
modA0-275_modB0-375_odds1-189	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	8.998821084626875e-13	1.2594980457979672	"26     58   
False  False    9179
       True     5204
True   False    3277
       True     2340
dtype: int64"	2.113817033301615e-12	26	58
modA0-775_modB0-875_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.221689420851129e-09	1.3547992476414745	"26     58   
True   True     13756
False  True      3804
True   False     1775
False  False      665
dtype: int64"	2.5078668463219656e-09	26	58
modA0-375_modB0-175_odds0-707	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.3358466813950045e-14	0.7359594446826924	"26     58   
False  False    10292
True   False     6261
False  True      2381
True   True      1066
dtype: int64"	3.45052648330813e-14	26	58
modA0-475_modB0-075_odds1-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.29446622143538903	1.0597100310508702	"26     58   
False  False    9790
True   False    8793
False  True      726
True   True      691
dtype: int64"	0.335710675903538	26	58
modA0-675_modB0-475_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	2.132524819766307e-36	1.46820233641223	"26     58   
True   True     6799
       False    6742
False  False    3829
       True     2630
dtype: int64"	1.1482825952587806e-35	26	58
modA0-175_modB0-075_odds1-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.5625942078786899	0.9571419222954866	"26     58   
False  False    15294
True   False     3297
False  True      1168
True   True       241
dtype: int64"	0.6058706854078199	26	58
modA0-575_modB0-075_odds1-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.17410174009271867	1.0790266076029995	"26     58   
True   False    10719
False  False     7846
True   True       855
False  True       580
dtype: int64"	0.20482557657966902	26	58
modA0-175_modB0-275_odds1-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.3408192048906264	1.0403017593086499	"26     58   
False  False    11947
       True      4494
True   False     2558
       True      1001
dtype: int64"	0.3829429268434004	26	58
modA0-775_modB0-375_odds1-414	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	3.797648174439557e-25	1.445798319327731	"26     58   
True   False    9350
       True     6105
False  False    3131
       True     1414
dtype: int64"	1.4292224312406934e-24	26	58
modA0-975_modB0-375_odds2-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	4.3746885099190456e-13	2.1102938001980007	"26     58   
True   False    12213
       True      7288
False  False      389
       True       110
dtype: int64"	1.0380616803197735e-12	26	58
modA0-875_modB0-275_odds1-189	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.012168496651552254	1.1310825327257057	"26     58   
True   False    12620
       True      4942
False  False     1811
       True       627
dtype: int64"	0.01607159935110675	26	58
modA0-275_modB0-775_odds1-189	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.7342403961345436e-07	1.2241188886827294	"26     58   
False  True     11071
True   True      4436
False  False     3385
True   False     1108
dtype: int64"	3.112739172549181e-07	26	58
modA0-075_modB0-275_odds2-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.2635046454896982e-24	1.7911722910079757	"26     58   
False  False    13612
       True      4901
True   False      904
       True       583
dtype: int64"	4.704538573631855e-24	26	58
modA0-475_modB0-875_odds0-841	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.7568796502813895e-05	0.8314279487596223	"26     58   
False  True     9328
True   True     8185
       False    1277
False  False    1210
dtype: int64"	2.8077985278469698e-05	26	58
modA0-875_modB0-575_odds0-841	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.16450747124294784	0.9418551181326907	"26     58   
True   True     9980
       False    7456
False  True     1505
       False    1059
dtype: int64"	0.19484810468707867	26	58
modA0-075_modB0-675_odds0-841	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	2.4794715576122127e-05	0.7860441186376507	"26     58   
False  True     12616
       False     5924
True   True       914
       False      546
dtype: int64"	3.891547287732173e-05	26	58
modA0-275_modB0-975_odds0-841	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.06026465487055896	0.8315211760664373	"26     58   
False  True     14107
True   True      5398
False  False      339
True   False      156
dtype: int64"	0.07464912721883075	26	58
modA0-675_modB0-875_odds2-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	2.779692729097126e-58	2.0223207299846444	"26     58   
True   True     12186
False  True      5307
True   False     1333
False  False     1174
dtype: int64"	2.026859281633321e-57	26	58
modA0-675_modB0-175_odds0-841	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	2.4755786427937087e-06	0.8299349265690075	"26     58   
True   False    11365
False  False     5174
True   True      2235
False  True      1226
dtype: int64"	4.125964404656181e-06	26	58
modA0-675_modB0-775_odds1-000	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	0.26046173327457744	1.0420882440505301	"26     58   
True   True     10553
False  True      4969
True   False     3004
False  False     1474
dtype: int64"	0.30086338827096404	26	58
modA0-875_modB0-475_odds0-707	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	1.482670134772606e-11	0.7481007412864312	"26     58   
True   False    9392
       True     8124
False  True     1332
       False    1152
dtype: int64"	3.337199660259885e-11	26	58
modA0-675_modB0-475_odds0-841	Saccharomyces_cerevisiae_tRNA-Phe-GAA-2	26	58	6.461798416530982e-05	0.8858589995990157	"26     58   
True   False    7295
       True     6218
False  False    3306
       True     3181
dtype: int64"	9.919427393797559e-05	26	58
