reference	canon_var1	canon_var2	cond	#samples	odds	consistent	pval_cor	avg_odds
Homo_sapiens_tRNA-Met-CAT-4	20a	Charged	NaAsO2_total	3	[0.02125752 0.32834225 0.20856865]	True	[0.94638646 0.01142581 0.10696372]	0.18605614170565846
Homo_sapiens_tRNA-Met-CAT-4	26	58	NaAsO2_total	3	[-0.37764203 -0.35153204  0.82559125]	False	[0.49795599 0.59621125 0.02223814]	0.03213905951896819
Homo_sapiens_tRNA-Met-CAT-4	26	Charged	NaAsO2_total	3	[0.17865097 0.21485587 0.19010782]	True	[0.40755281 0.43934617 0.48207093]	0.19453822062910078
Homo_sapiens_tRNA-Met-CAT-4	58	Charged	NaAsO2_total	3	[0.10507445 0.05651215 0.11253115]	True	[0.47731171 0.8115248  0.56093472]	0.09137258349395433
Homo_sapiens_tRNA-Met-CAT-4	20a	26	control_poly	2	[-0.33703499 -2.45519463]	True	[1.         0.24259392]	-1.396114806514199
Homo_sapiens_tRNA-Met-CAT-4	20a	58	control_poly	2	[-1.79646661 -0.56259469]	True	[0.26498174 1.        ]	-1.1795306468037845
Homo_sapiens_tRNA-Met-CAT-4	58	Charged	control_poly	3	[3.02549053 0.17508671 1.85585902]	True	[0.04046563 1.         0.26843794]	1.6854787538907887
Homo_sapiens_tRNA-Met-CAT-4	20a	Charged	control_poly	2	[0.37851162 0.54432052]	True	[1.         0.88123508]	0.46141606973877003
Homo_sapiens_tRNA-Met-CAT-4	26	58	control_poly	2	[1.76716583 0.71049338]	True	[0.53747808 0.7209048 ]	1.2388296073734602
Homo_sapiens_tRNA-Met-CAT-4	20a	26	heatshock_poly	3	[ 2.09163048  0.13259575 -0.08152989]	False	[0.43176876 1.         1.        ]	0.7142321136515907
Homo_sapiens_tRNA-Met-CAT-4	58	Charged	heatshock_poly	3	[ 0.75607442  1.0577155  -1.48542683]	False	[0.89732062 0.40924262 0.57234231]	0.10945436259998538
Homo_sapiens_tRNA-Met-CAT-4	20a	Charged	heatshock_poly	2	[-0.80735492 -0.4288433 ]	True	[0.71663168 1.        ]	-0.6180991104307392
Homo_sapiens_tRNA-Met-CAT-4	20a	26	H2O2_poly	2	[-0.47854044 -0.61207435]	True	[0.90947044 1.        ]	-0.5453073939616997
Homo_sapiens_tRNA-Met-CAT-4	20a	58	H2O2_poly	2	[-1.5849625   0.52509104]	False	[0.45394638 0.8679017 ]	-0.5299357279886994
Homo_sapiens_tRNA-Met-CAT-4	20a	Charged	H2O2_poly	2	[-1.1069152  -0.71049338]	True	[0.56418396 0.64254869]	-0.9087042933607634
Homo_sapiens_tRNA-Met-CAT-4	26	58	H2O2_poly	2	[3.9648962 4.7577991]	True	[1.27907812e-06 8.67455816e-06]	4.361347648313728
Homo_sapiens_tRNA-Met-CAT-4	58	Charged	H2O2_poly	2	[ 2.71744046 -0.09502661]	False	[0.15381317 0.97241906]	1.31120692538808
Homo_sapiens_tRNA-Met-CAT-4	20a	26	NaAsO2_poly	3	[0.27897595 1.01687382 0.18057225]	True	[0.92872725 0.25079627 0.94325193]	0.4921406713030108
Homo_sapiens_tRNA-Met-CAT-4	20a	58	NaAsO2_poly	3	[-1.44222233  1.01648812 -2.59309038]	False	[0.48747302 0.4798125  0.21630567]	-1.0062748624736877
Homo_sapiens_tRNA-Met-CAT-4	20a	Charged	NaAsO2_poly	3	[ 1.21299372 -0.15457704  1.27064759]	False	[0.17150594 0.96725757 0.12962996]	0.7763547587229972
Homo_sapiens_tRNA-Met-CAT-4	26	Charged	NaAsO2_poly	3	[-1.74444071 -0.38142911  0.84799691]	False	[0.64661647 0.91557591 0.72825387]	-0.4259576382698091
Homo_sapiens_tRNA-Met-CAT-4	58	Charged	NaAsO2_poly	3	[0.46340052 0.11050988 0.8491435 ]	True	[0.54309098 0.97653387 0.37079723]	0.4743512994322067
Homo_sapiens_tRNA-Ala-AGC-3	20	25	control_total	3	[-0.09598667 -0.14609035 -0.23489905]	True	[0.52343389 0.43458407 0.23222536]	-0.15899202496065032
Homo_sapiens_tRNA-Ala-AGC-3	20	26	control_total	3	[0.36391845 0.21131899 0.5846226 ]	True	[1.23136721e-03 2.32047098e-01 1.83054206e-04]	0.386620015679574
Homo_sapiens_tRNA-Ala-AGC-3	20	37	control_total	3	[0.71922052 0.1211181  0.10956371]	True	[0.00595869 0.89131033 0.91687987]	0.3166341112150372
Homo_sapiens_tRNA-Ala-AGC-3	20	57	control_total	3	[-0.15413452 -1.01222503 -1.12907359]	True	[5.27757082e-01 4.15821172e-05 7.67209951e-05]	-0.7651443801745687
Homo_sapiens_tRNA-Ala-AGC-3	20	58	control_total	3	[-0.34374207 -0.06321777 -0.06124416]	True	[0.08860611 0.91428434 0.94099283]	-0.15606799870195814
Homo_sapiens_tRNA-Ala-AGC-3	20	Charged	control_total	3	[ 0.68623449  0.22241283 -0.20192108]	False	[1.09292487e-06 3.31737020e-01 4.51831677e-01]	0.23557541054642048
Homo_sapiens_tRNA-Ala-AGC-3	25	26	control_total	3	[-2.2485546  -2.06720579 -2.28241648]	True	[2.57521798e-271 2.87966838e-153 8.02434100e-127]	-2.199392290576602
Homo_sapiens_tRNA-Ala-AGC-3	25	37	control_total	3	[-0.14356532 -0.22397891 -0.34370739]	True	[0.30724243 0.18128958 0.05585137]	-0.23708387605265713
Homo_sapiens_tRNA-Ala-AGC-3	25	57	control_total	3	[0.02740898 0.12508776 0.05505553]	True	[0.85279759 0.31380159 0.780901  ]	0.06918409082011713
Homo_sapiens_tRNA-Ala-AGC-3	25	58	control_total	3	[0.09858385 0.24843266 0.37856481]	True	[0.45418117 0.08302692 0.01466916]	0.24186044259855755
Homo_sapiens_tRNA-Ala-AGC-3	25	Charged	control_total	3	[ 0.13334486  0.1164231  -0.01029367]	False	[0.12359699 0.29213294 1.        ]	0.07982476148630853
Homo_sapiens_tRNA-Ala-AGC-3	26	37	control_total	3	[0.02127442 0.2988062  0.22270737]	True	[0.99457348 0.1145638  0.41383805]	0.18092933240293194
Homo_sapiens_tRNA-Ala-AGC-3	26	57	control_total	3	[-0.13764379 -0.12671759 -0.34660678]	True	[0.20192784 0.40012394 0.02253449]	-0.203656053240478
Homo_sapiens_tRNA-Ala-AGC-3	26	58	control_total	3	[ 0.03886136 -0.05915091  0.26283577]	False	[0.87004447 0.80577346 0.20329473]	0.08084874301446564
Homo_sapiens_tRNA-Ala-AGC-3	26	Charged	control_total	3	[-0.01662724  0.21393417  0.27321382]	False	[0.96350673 0.03577747 0.03556761]	0.15684025121846598
Homo_sapiens_tRNA-Ala-AGC-3	37	57	control_total	3	[-0.50650774 -0.10639113  0.00283043]	False	[1.73141208e-04 7.15269217e-01 1.00000000e+00]	-0.20335614553932713
Homo_sapiens_tRNA-Ala-AGC-3	37	58	control_total	3	[ 0.15791849 -0.16415124  0.15731457]	False	[0.53205994 0.71203206 0.68430928]	0.05036060887411673
Homo_sapiens_tRNA-Ala-AGC-3	37	Charged	control_total	3	[ 0.14977153  0.05657707 -0.20197942]	False	[0.48662216 0.88054858 0.54362139]	0.0014563946763000064
Homo_sapiens_tRNA-Ala-AGC-3	57	58	control_total	3	[6.5605928  6.67739779 6.00906718]	True	[1.06254353e-105 3.18471971e-076 8.54354579e-047]	6.41568592180614
Homo_sapiens_tRNA-Ala-AGC-3	57	Charged	control_total	3	[-0.10537376  0.19517801 -0.11880498]	False	[0.43369251 0.13854739 0.52624733]	-0.009666913112300599
Homo_sapiens_tRNA-Ala-AGC-3	58	Charged	control_total	3	[-0.34989884 -0.32092315 -0.32727511]	True	[0.00407654 0.01081584 0.06460859]	-0.33269903121096384
Homo_sapiens_tRNA-Ala-AGC-3	20	25	heatshock_total	3	[ 0.04883361 -0.08920963 -0.13576445]	False	[0.82884314 0.75062462 0.63734361]	-0.058713489441096056
Homo_sapiens_tRNA-Ala-AGC-3	20	26	heatshock_total	3	[-0.00295793  0.21903858  0.36129898]	False	[1.         0.29655376 0.076448  ]	0.1924598778039099
Homo_sapiens_tRNA-Ala-AGC-3	20	37	heatshock_total	3	[ 0.18670235 -0.0125271   0.48761095]	False	[0.70721436 1.         0.36691999]	0.22059540014444778
Homo_sapiens_tRNA-Ala-AGC-3	20	57	heatshock_total	3	[-0.44843046 -0.10885201  0.14942313]	False	[0.0383093  0.87602882 0.73135316]	-0.13595311215778558
Homo_sapiens_tRNA-Ala-AGC-3	20	58	heatshock_total	3	[-0.05726039 -0.0508028   0.21712166]	False	[0.87781108 0.9422484  0.73768643]	0.03635282362539673
Homo_sapiens_tRNA-Ala-AGC-3	20	Charged	heatshock_total	3	[ 0.17365132  0.03898612 -0.47596932]	False	[0.48466524 1.         0.10685443]	-0.08777729375246808
Homo_sapiens_tRNA-Ala-AGC-3	25	26	heatshock_total	3	[-2.05208498 -2.08933227 -2.05836487]	True	[6.33185719e-185 2.62713142e-120 8.94237605e-104]	-2.0665940388960204
Homo_sapiens_tRNA-Ala-AGC-3	25	37	heatshock_total	3	[-0.15705606 -0.13004114  0.12651373]	False	[0.33040804 0.59774941 0.64367995]	-0.053527824322195904
Homo_sapiens_tRNA-Ala-AGC-3	25	57	heatshock_total	3	[ 0.00673893  0.10190284 -0.07253291]	False	[1.         0.52602464 0.7387964 ]	0.012036287251331582
Homo_sapiens_tRNA-Ala-AGC-3	25	58	heatshock_total	3	[ 0.22657833  0.08170681 -0.05840209]	False	[0.05894638 0.71999181 0.82394153]	0.0832943486305834
Homo_sapiens_tRNA-Ala-AGC-3	25	Charged	heatshock_total	3	[-0.1021128  -0.07884502 -0.02908072]	True	[0.36860967 0.62323605 0.92416588]	-0.07001284617537594
Homo_sapiens_tRNA-Ala-AGC-3	26	37	heatshock_total	3	[0.20088472 0.13298214 0.05198787]	True	[0.286634   0.66773442 0.92362933]	0.1286182433659438
Homo_sapiens_tRNA-Ala-AGC-3	26	57	heatshock_total	3	[-0.33217841 -0.32969636 -0.08509117]	True	[0.00150076 0.02186807 0.72562104]	-0.24898864556832423
Homo_sapiens_tRNA-Ala-AGC-3	26	58	heatshock_total	3	[-0.1289509   0.22669706  0.18097666]	False	[0.38140613 0.22855071 0.42197525]	0.09290760644922413
Homo_sapiens_tRNA-Ala-AGC-3	26	Charged	heatshock_total	3	[ 0.0853169  -0.01237992  0.12004487]	False	[0.52793424 1.         0.49671321]	0.06432728297545245
Homo_sapiens_tRNA-Ala-AGC-3	37	57	heatshock_total	3	[-0.03841242 -0.26916603 -0.16043768]	True	[0.91552276 0.29391712 0.63574354]	-0.15600538020677857
Homo_sapiens_tRNA-Ala-AGC-3	37	58	heatshock_total	3	[-0.55478108 -0.18617567  0.13650339]	False	[0.02029154 0.70244179 0.72940967]	-0.20148445670316698
Homo_sapiens_tRNA-Ala-AGC-3	37	Charged	heatshock_total	3	[-0.12262959  0.03244481 -0.46544386]	False	[0.64033078 1.         0.08370456]	-0.18520954630941686
Homo_sapiens_tRNA-Ala-AGC-3	57	58	heatshock_total	3	[7.92135861 7.15936813 5.31925158]	True	[2.92127478e-93 3.95931744e-54 1.10331861e-41]	6.799992774637885
Homo_sapiens_tRNA-Ala-AGC-3	57	Charged	heatshock_total	3	[ 0.0829848  -0.05942329  0.31176394]	False	[0.62203512 0.82564387 0.06786669]	0.11177514876340135
Homo_sapiens_tRNA-Ala-AGC-3	58	Charged	heatshock_total	3	[ 0.12333281  0.09724072 -0.18608971]	False	[0.51118527 0.70903763 0.42259531]	0.011494606694859114
Homo_sapiens_tRNA-Ala-AGC-3	20	25	H2O2_total	3	[-0.09179586  0.01090165 -0.46267516]	False	[0.75197035 1.         0.00973843]	-0.18118978639176875
Homo_sapiens_tRNA-Ala-AGC-3	20	26	H2O2_total	3	[0.1093295  0.12549248 0.1529304 ]	True	[0.66482854 0.59566241 0.50796141]	0.1292507915352075
Homo_sapiens_tRNA-Ala-AGC-3	20	37	H2O2_total	3	[-0.23113595 -0.17533488 -0.19701207]	True	[0.64118608 0.75225061 0.65929217]	-0.20116096591755597
Homo_sapiens_tRNA-Ala-AGC-3	20	57	H2O2_total	3	[-0.72749368 -0.40259542 -0.59996241]	True	[0.01512586 0.22350718 0.05692473]	-0.576683839488942
Homo_sapiens_tRNA-Ala-AGC-3	20	58	H2O2_total	3	[-0.17773596  0.16494809  0.7913623 ]	False	[0.65598758 0.80051961 0.02403127]	0.25952480983752807
Homo_sapiens_tRNA-Ala-AGC-3	20	Charged	H2O2_total	3	[0.7726021  0.27375506 0.36853036]	True	[0.00202212 0.35120784 0.15118607]	0.4716291723447317
Homo_sapiens_tRNA-Ala-AGC-3	25	26	H2O2_total	3	[-2.12637547 -2.09812101 -2.04197822]	True	[4.81655632e-120 1.69198463e-120 3.32818926e-113]	-2.0888248976494723
Homo_sapiens_tRNA-Ala-AGC-3	25	37	H2O2_total	3	[-0.47912932 -0.10955619  0.23951499]	False	[0.00290082 0.67376811 0.24133552]	-0.11639017140216161
Homo_sapiens_tRNA-Ala-AGC-3	25	57	H2O2_total	3	[-0.29014943 -0.20416343 -0.30976887]	True	[0.02576795 0.13158682 0.01443116]	-0.26802724196217387
Homo_sapiens_tRNA-Ala-AGC-3	25	58	H2O2_total	3	[ 0.43937417  0.00615572 -0.03401299]	False	[0.00358957 1.         0.91737545]	0.13717229963291522
Homo_sapiens_tRNA-Ala-AGC-3	25	Charged	H2O2_total	3	[-0.31441591  0.05150417 -0.07347711]	False	[0.00666786 0.78470104 0.63176555]	-0.11212961735999578
Homo_sapiens_tRNA-Ala-AGC-3	26	37	H2O2_total	3	[-0.00400723 -0.04793981 -0.35258865]	True	[1.         0.92394153 0.04843145]	-0.13484522829901877
Homo_sapiens_tRNA-Ala-AGC-3	26	57	H2O2_total	3	[-0.26721055 -0.31794829  0.06152331]	False	[0.07305624 0.0243305  0.77596314]	-0.17454517689455418
Homo_sapiens_tRNA-Ala-AGC-3	26	58	H2O2_total	3	[-0.10915703 -0.41842726  0.46399719]	False	[0.62021955 0.00707769 0.00505799]	-0.021195698685174496
Homo_sapiens_tRNA-Ala-AGC-3	26	Charged	H2O2_total	3	[ 0.11151333 -0.11119076  0.02387194]	False	[0.51609999 0.49675008 0.95273033]	0.008064834952313535
Homo_sapiens_tRNA-Ala-AGC-3	37	57	H2O2_total	3	[-0.38134153  0.03251434  0.2298781 ]	False	[0.09233691 1.         0.46733675]	-0.03964969666447937
Homo_sapiens_tRNA-Ala-AGC-3	37	58	H2O2_total	3	[-0.12861108 -0.13488459  0.07164455]	False	[0.85973364 0.8527762  0.86833006]	-0.0639503710393549
Homo_sapiens_tRNA-Ala-AGC-3	37	Charged	H2O2_total	3	[ 0.14005707  0.2927776  -0.18746014]	False	[0.6973384  0.26360311 0.46566998]	0.0817915087272673
Homo_sapiens_tRNA-Ala-AGC-3	57	58	H2O2_total	3	[5.97250449 6.94251983 6.09721609]	True	[1.52127562e-45 1.89275052e-46 5.35848304e-50]	6.337413471384767
Homo_sapiens_tRNA-Ala-AGC-3	57	Charged	H2O2_total	3	[-0.09586033 -0.03082321 -0.18665878]	True	[0.69724263 0.93799846 0.24768432]	-0.10444743926134654
Homo_sapiens_tRNA-Ala-AGC-3	58	Charged	H2O2_total	3	[-0.41608632 -0.03979753 -0.00406629]	True	[0.0344785  0.93398151 1.        ]	-0.15331671346417086
Homo_sapiens_tRNA-Ala-AGC-3	20	25	NaAsO2_total	3	[ 0.01382413 -0.13959661  0.23268285]	False	[1.         0.56833043 0.2294589 ]	0.03563679233136818
Homo_sapiens_tRNA-Ala-AGC-3	20	26	NaAsO2_total	3	[0.28782063 0.34067261 0.22175339]	True	[0.05494887 0.05788902 0.2973591 ]	0.2834155425296275
Homo_sapiens_tRNA-Ala-AGC-3	20	37	NaAsO2_total	3	[ 0.34671696  0.07777836 -0.15884241]	False	[0.41391386 1.         0.76036603]	0.08855097024830201
Homo_sapiens_tRNA-Ala-AGC-3	20	57	NaAsO2_total	3	[-0.61454656 -0.74055559 -0.16419965]	True	[0.00541049 0.01585839 0.72638663]	-0.5064339333871926
Homo_sapiens_tRNA-Ala-AGC-3	20	58	NaAsO2_total	3	[-0.23985889  0.01295856  0.62666816]	False	[0.41139548 1.         0.10440425]	0.13325594358577772
Homo_sapiens_tRNA-Ala-AGC-3	20	Charged	NaAsO2_total	3	[-0.02662362  0.25844052  0.31423789]	False	[0.99279562 0.39766791 0.22541979]	0.18201826228547524
Homo_sapiens_tRNA-Ala-AGC-3	25	26	NaAsO2_total	3	[-2.18150497 -2.23845421 -2.06026529]	True	[4.87532202e-189 2.09607459e-135 6.42939133e-114]	-2.160074822097151
Homo_sapiens_tRNA-Ala-AGC-3	25	37	NaAsO2_total	3	[-0.45653822 -0.22058744 -0.10111647]	True	[4.58633666e-04 2.34049907e-01 6.90141826e-01]	-0.25941404112134675
Homo_sapiens_tRNA-Ala-AGC-3	25	57	NaAsO2_total	3	[-0.13890402 -0.00812546 -0.02730432]	True	[0.22779052 1.         0.94800404]	-0.058111267427262386
Homo_sapiens_tRNA-Ala-AGC-3	25	58	NaAsO2_total	3	[0.2580905  0.1174227  0.04849592]	True	[0.04845212 0.56214075 0.8758175 ]	0.1413363739610525
Homo_sapiens_tRNA-Ala-AGC-3	25	Charged	NaAsO2_total	3	[0.03613302 0.11997297 0.0545425 ]	True	[0.81411886 0.35872194 0.74649565]	0.07021616332993809
Homo_sapiens_tRNA-Ala-AGC-3	26	37	NaAsO2_total	3	[ 0.02150452  0.14392042 -0.018215  ]	False	[1.         0.60711295 1.        ]	0.0490699783251155
Homo_sapiens_tRNA-Ala-AGC-3	26	57	NaAsO2_total	3	[-0.20139749  0.02377098 -0.20541332]	False	[0.09011861 0.95350531 0.18820859]	-0.12767994421246195
Homo_sapiens_tRNA-Ala-AGC-3	26	58	NaAsO2_total	3	[ 0.14923841 -0.32993109  0.01744082]	False	[0.39460966 0.03064337 1.        ]	-0.054417285715366914
Homo_sapiens_tRNA-Ala-AGC-3	26	Charged	NaAsO2_total	3	[-0.15272049 -0.25381011  0.03805873]	False	[0.15405587 0.04100897 0.86584412]	-0.12282395665713335
Homo_sapiens_tRNA-Ala-AGC-3	37	57	NaAsO2_total	3	[-0.31666886 -0.10145714 -0.14988271]	True	[0.09467156 0.77841008 0.63248605]	-0.1893362342515226
Homo_sapiens_tRNA-Ala-AGC-3	37	58	NaAsO2_total	3	[ 0.52401622 -0.12929274  0.27192649]	False	[0.01424025 0.82918383 0.40769727]	0.2222166562656712
Homo_sapiens_tRNA-Ala-AGC-3	37	Charged	NaAsO2_total	3	[-0.56703144 -0.64964286  0.04064198]	False	[0.00138048 0.00146957 0.96773183]	-0.3920107721198871
Homo_sapiens_tRNA-Ala-AGC-3	57	58	NaAsO2_total	3	[5.13894544 4.60378297 4.3217251 ]	True	[9.40950116e-73 1.15510250e-47 3.18363121e-44]	4.688151168897735
Homo_sapiens_tRNA-Ala-AGC-3	57	Charged	NaAsO2_total	3	[ 0.13301587  0.05413653 -0.12313897]	False	[0.32541542 0.83026047 0.49212816]	0.021337810799860062
Homo_sapiens_tRNA-Ala-AGC-3	58	Charged	NaAsO2_total	3	[-0.02615386  0.05338048  0.0695422 ]	False	[0.95212125 0.87125551 0.81978951]	0.03225627325739733
Homo_sapiens_tRNA-Ala-AGC-3	20	25	control_poly	3	[-0.87903589  0.76012332 -1.28449079]	False	[0.03907957 0.04261898 0.08724356]	-0.4678011219811958
Homo_sapiens_tRNA-Ala-AGC-3	20	26	control_poly	3	[-0.13088809  0.03179272 -0.05346756]	False	[0.86407655 1.         1.        ]	-0.05085431066361504
Homo_sapiens_tRNA-Ala-AGC-3	20	37	control_poly	2	[-0.48788562 -0.54616422]	True	[0.53125113 0.56631431]	-0.5170249169935992
Homo_sapiens_tRNA-Ala-AGC-3	20	57	control_poly	3	[-1.0898855  -0.53462249 -0.24440809]	True	[0.15615558 0.57489684 0.97090407]	-0.6229720265514761
Homo_sapiens_tRNA-Ala-AGC-3	20	58	control_poly	3	[-0.90648527 -1.2854311  -0.72832668]	True	[0.05944003 0.00858626 0.37395134]	-0.9734143486899365
Homo_sapiens_tRNA-Ala-AGC-3	20	Charged	control_poly	3	[-0.35954239 -1.55480053 -1.46437236]	True	[0.94662518 0.128922   0.4478487 ]	-1.1262384256018705
Homo_sapiens_tRNA-Ala-AGC-3	25	26	control_poly	3	[-2.101484   -2.41318802 -2.12350853]	True	[2.32241328e-27 4.15094319e-23 5.77497375e-15]	-2.2127268492523187
Homo_sapiens_tRNA-Ala-AGC-3	25	37	control_poly	3	[ 0.37228831 -1.02394736 -0.88298062]	False	[0.44675187 0.00573973 0.07467698]	-0.5115465541009352
Homo_sapiens_tRNA-Ala-AGC-3	25	57	control_poly	3	[ 0.05645986 -0.37054831 -1.6138983 ]	False	[9.20063825e-01 3.03579971e-01 3.14372006e-06]	-0.6426622542333081
Homo_sapiens_tRNA-Ala-AGC-3	25	58	control_poly	3	[ 0.62673222 -0.35379255 -0.29710371]	False	[0.04650852 0.36053717 0.52040592]	-0.008054679586748659
Homo_sapiens_tRNA-Ala-AGC-3	25	Charged	control_poly	3	[-0.28718827  0.6656636   0.0690046 ]	False	[0.69358308 0.13107914 1.        ]	0.14915997872882916
Homo_sapiens_tRNA-Ala-AGC-3	26	37	control_poly	3	[-0.30393525 -0.08370256 -1.02356847]	True	[0.54441844 0.93144688 0.0425708 ]	-0.47040209214532097
Homo_sapiens_tRNA-Ala-AGC-3	26	57	control_poly	3	[ 0.35946261 -0.04792618 -0.23461443]	False	[0.23986474 1.         0.69830508]	0.025640667843254732
Homo_sapiens_tRNA-Ala-AGC-3	26	58	control_poly	3	[-0.65213586  1.02294185 -0.75595131]	False	[0.02179969 0.02246683 0.06081464]	-0.12838177218252292
Homo_sapiens_tRNA-Ala-AGC-3	26	Charged	control_poly	3	[ 0.53268255 -1.19777987 -0.14281081]	False	[0.395898   0.03443767 0.91608368]	-0.26930270703423864
Homo_sapiens_tRNA-Ala-AGC-3	37	57	control_poly	3	[ 0.20131791 -0.25596692  2.58333437]	False	[0.83057068 0.69539713 0.0089152 ]	0.8428951220117945
Homo_sapiens_tRNA-Ala-AGC-3	37	58	control_poly	3	[-0.2780061  -0.77512184 -0.19043878]	True	[0.80056944 0.4134339  1.        ]	-0.4145222404052613
Homo_sapiens_tRNA-Ala-AGC-3	37	Charged	control_poly	3	[ 0.53337077 -0.75633896  0.47490896]	False	[0.75667014 0.41109665 0.8205829 ]	0.083980253876742
Homo_sapiens_tRNA-Ala-AGC-3	57	Charged	control_poly	3	[ 0.10132996  0.97352779 -0.03538288]	False	[0.92494411 0.13370746 1.        ]	0.34649162439631453
Homo_sapiens_tRNA-Ala-AGC-3	58	Charged	control_poly	3	[ 0.53741867  0.76467944 -0.10453058]	False	[0.43797878 0.18919434 0.98223211]	0.39918917402487103
Homo_sapiens_tRNA-Ala-AGC-3	20	25	heatshock_poly	3	[ 0.75477006 -0.35372198 -1.34288771]	False	[0.04731151 0.55735402 0.0152781 ]	-0.31394654368868374
Homo_sapiens_tRNA-Ala-AGC-3	20	26	heatshock_poly	3	[0.49413879 1.13316395 1.03675928]	True	[0.29272454 0.00076539 0.00372727]	0.8880206763682558
Homo_sapiens_tRNA-Ala-AGC-3	20	37	heatshock_poly	3	[0.87824228 2.80217272 0.6469504 ]	True	[0.7014992  0.06433087 0.8125266 ]	1.4424551355038746
Homo_sapiens_tRNA-Ala-AGC-3	20	57	heatshock_poly	3	[ 0.18845734 -2.90487566  0.23203801]	False	[0.82989797 0.00123316 0.80919726]	-0.8281267682165244
Homo_sapiens_tRNA-Ala-AGC-3	20	58	heatshock_poly	3	[-0.20067411 -1.30219054  1.6326354 ]	False	[0.81236892 0.0039989  0.07323228]	0.04325691704223211
Homo_sapiens_tRNA-Ala-AGC-3	25	26	heatshock_poly	3	[-2.67674928 -2.32165054 -2.53087712]	True	[9.74265654e-28 2.78215108e-21 1.32375329e-25]	-2.5097589783635748
Homo_sapiens_tRNA-Ala-AGC-3	25	37	heatshock_poly	3	[ 0.2389635   0.20166572 -1.11387166]	False	[0.75775317 0.83634143 0.00715847]	-0.22441414690658137
